paper_gene,our_gene,paper_lfc,our_lfc,lfc_diff,gene_name
B9J08_000615,B9J08_05253,1.240361827,1.23984511495635,0.0005167120436500028,
B9J08_002886,B9J08_03856,1.233352339,1.23306912511595,0.00028321388405005976,
B9J08_003186,B9J08_03690,1.225429528,1.22265374955203,0.0027757784479700565,
B9J08_002330,B9J08_03207,1.211410784,1.21094633694065,0.00046444705935000385,
B9J08_002279,B9J08_01404,1.209253555,1.20917607005134,7.748494866000044e-05,
B9J08_002149,B9J08_05318,1.180406083,1.17947412721384,0.0009319557861600103,
B9J08_001834,B9J08_05318,1.180190254,1.17947412721384,0.0007161267861599541,
B9J08_003564,B9J08_03563,1.170491127,1.1702115238059,0.00027960319409991996,
B9J08_000397,B9J08_02648,1.167505209,1.16652150325885,0.0009837057411499206,
B9J08_004971,B9J08_02355,1.161945383,1.1634182902898,0.0014729072898000961,
B9J08_003337,B9J08_02355,1.16151282,1.1634182902898,0.0019054702898000375,
B9J08_000690,B9J08_05087,1.159640301,1.15944177801451,0.00019852298548994618,
B9J08_002577,B9J08_05087,1.158977743,1.15944177801451,0.00046403501451020013,
B9J08_002763,B9J08_05087,1.158379483,1.15944177801451,0.0010622950145100507,
B9J08_000348,B9J08_05004,1.153755243,1.15346194414223,0.00029329885776996356,
B9J08_001132,B9J08_05587,1.153198487,1.15327052629281,7.203929280996668e-05,
B9J08_003955,B9J08_05587,1.1527933,1.15327052629281,0.00047722629281010676,
B9J08_004551,B9J08_01910,1.149526839,1.14897262363535,0.0005542153646500569,
B9J08_003227,B9J08_01910,1.148941738,1.14897262363535,3.088563534991984e-05,
B9J08_000043,B9J08_01910,1.148308091,1.14897262363535,0.0006645326353498238,
B9J08_001721,B9J08_02002,1.145112246,1.14603554517204,0.0009232991720400374,
B9J08_000032,B9J08_03155,1.140238408,1.14029496233937,5.6554339370018525e-05,
B9J08_004135,B9J08_03036,1.133536067,1.13273576714798,0.0008002998520200144,
B9J08_005107,B9J08_01541,1.128255748,1.12843618041122,0.00018043241122001064,
B9J08_002842,B9J08_00701,1.121847349,1.1200545345881,0.0017928144119001566,
B9J08_004316,B9J08_00701,1.120148103,1.1200545345881,9.356841190011345e-05,
B9J08_001041,B9J08_04958,1.113519943,1.11371522179068,0.0001952787906800424,
B9J08_004524,B9J08_05070,1.111695308,1.11093130799507,0.0007640000049300433,
B9J08_000814,B9J08_00723,1.106923919,1.10610869023695,0.0008152287630500687,
B9J08_005255,B9J08_01988,1.105090148,1.10484905982063,0.00024108817936996374,
B9J08_000029,B9J08_01988,1.103844648,1.10484905982063,0.0010044118206300467,
B9J08_004113,B9J08_02600,1.098371596,1.09841598360776,4.438760776004358e-05,
B9J08_001116,B9J08_02772,1.097689995,1.09809062473979,0.0004006297397898262,
B9J08_004939,B9J08_02779,1.090402173,1.0885297273959,0.001872445604099937,
B9J08_000071,B9J08_02779,1.088904288,1.0885297273959,0.000374560604099905,
B9J08_001480,B9J08_02779,1.088880736,1.0885297273959,0.00035100860409986723,
B9J08_005386,B9J08_01944,1.081505886,1.08139742723253,0.00010845876747000993,
B9J08_001008,B9J08_00873,1.075983637,1.07684666526756,0.0008630282675599066,
B9J08_001224,B9J08_02769,1.070122346,1.0708595911998,0.0007372451998000074,
B9J08_005302,B9J08_02071,1.068930939,1.06720032823334,0.0017306107666599235,
B9J08_004988,B9J08_02071,1.066356975,1.06720032823334,0.0008433532333400606,
B9J08_003744,B9J08_03444,1.062372202,1.06228043488141,9.1767118589825e-05,
B9J08_002972,B9J08_03444,1.061141096,1.06228043488141,0.0011393388814100458,
B9J08_004098,B9J08_04672,1.05257018,1.05418691733831,0.0016167373383100259,
B9J08_005514,B9J08_04867,1.04998236,1.04590071566429,0.0040816443357099,
B9J08_003948,B9J08_04396,1.041778477,1.0419527100527,0.00017423305269992362,
B9J08_004750,B9J08_04396,1.04142699,1.0419527100527,0.0005257200527000183,
B9J08_000824,B9J08_01481,1.036064202,1.03715730134442,0.0010930993444200343,
B9J08_004584,B9J08_04710,1.034695349,1.03392317719316,0.0007721718068398609,
B9J08_004847,B9J08_04807,1.030892129,1.03109025957928,0.0001981305792799759,
B9J08_001615,B9J08_04543,1.01645477,1.01674352217625,0.0002887521762500178,
B9J08_002259,B9J08_02551,1.013420443,1.0138025074142,0.0003820644142000784,
B9J08_001364,B9J08_02551,1.013349827,1.0138025074142,0.0004526804141999907,
B9J08_004883,B9J08_02806,1.008898745,1.01039460909289,0.0014958640928899314,
B9J08_004793,B9J08_02261,1.006019951,1.00500245655864,0.0010174944413601228,
B9J08_000593,B9J08_02737,1.001919155,1.00185265722186,6.649777813994007e-05,
B9J08_003070,B9J08_02737,1.001819233,1.00185265722186,3.3424221860034464e-05,
B9J08_005078,B9J08_04673,-1.004787823,-1.00552662348659,0.00073880048659003,
B9J08_000169,B9J08_04434,-1.0297991,-1.03028709496593,0.00048799496592999425,
B9J08_003190,B9J08_04434,-1.030146379,-1.03028709496593,0.0001407159659299051,
B9J08_002262,B9J08_01048,-1.033051491,-1.03254693625664,0.0005045547433599751,
B9J08_000645,B9J08_05272,-1.036971715,-1.03863777211307,0.0016660571130699964,
B9J08_004475,B9J08_04903,-1.053056284,-1.06358724295864,0.01053095895863998,
B9J08_002110,B9J08_04903,-1.063100053,-1.06358724295864,0.00048718995863983316,
B9J08_002481,B9J08_03071,-1.106242813,-1.10796528782618,0.0017224748261801537,
B9J08_000634,B9J08_03071,-1.106976514,-1.10796528782618,0.0009887738261800116,
B9J08_000777,B9J08_04205,-1.132879158,-1.12975365538265,0.0031255026173500067,
B9J08_000844,B9J08_03741,-1.133775112,-1.13673590710148,0.0029607951014800626,
B9J08_005322,B9J08_03741,-1.134620932,-1.13673590710148,0.0021149751014799545,
B9J08_003016,B9J08_03741,-1.138794075,-1.13673590710148,0.0020581678985200913,
B9J08_002556,B9J08_03126,-1.140094892,-1.14146535761806,0.0013704656180599795,
B9J08_001686,B9J08_00156,-1.153937693,-1.15239775986995,0.0015399331300500751,
B9J08_003585,B9J08_04228,-1.165568286,-1.16284047611565,0.002727809884350174,
B9J08_003914,B9J08_01772,-1.186082517,-1.18426394634877,0.0018185706512299227,
B9J08_001428,B9J08_03864,-1.23190944,-1.24284144484181,0.010932004841810006,
B9J08_000036,B9J08_03678,-1.247620596,-1.24399538235177,0.0036252136482299857,
B9J08_001952,B9J08_03025,-1.267775146,-1.27595832546208,0.008183179462080137,
B9J08_001894,B9J08_03118,-1.325015274,-1.3247194649959,0.00029580900410008937,
B9J08_003903,B9J08_02127,-1.331949267,-1.33271273053923,0.0007634635392299582,
B9J08_004360,B9J08_05114,-1.348717312,-1.35013220299699,0.0014148909969899925,
B9J08_001670,B9J08_00140,-1.369156845,-1.35732265706851,0.011834187931490048,
B9J08_003408,B9J08_04640,-1.374410495,-1.38244623282224,0.008035737822239986,
B9J08_003684,B9J08_01269,-1.389846509,-1.39362435936661,0.003777850366609936,
B9J08_002218,B9J08_01334,-1.446723892,-1.43995524423867,0.0067686477613300156,
B9J08_005563,B9J08_02670,-1.468112392,-1.47587020773432,0.007757815734319884,
B9J08_004468,B9J08_05222,-1.512088409,-1.52012950769483,0.008041098694830051,
B9J08_002616,B9J08_02659,-1.532016802,-1.54061732232203,0.00860052032203007,
B9J08_000701,B9J08_02659,-1.54217742,-1.54061732232203,0.0015600976779699405,
B9J08_000918,B9J08_02876,-1.544175523,-1.54660435918543,0.0024288361854298834,
B9J08_002108,B9J08_05224,-1.553393822,-1.55641733270226,0.003023510702259813,
B9J08_001792,B9J08_04737,-1.589386486,-1.5812173618759,0.00816912412409998,
B9J08_001292,B9J08_03542,-1.607702924,-1.62869571011086,0.020992786110859862,SOD4
B9J08_005006,B9J08_00354,-1.654381752,-1.65590325520152,0.0015215032015201135,
B9J08_001948,B9J08_03889,-1.659633114,-1.65794666985959,0.0016864441404100816,
B9J08_004797,B9J08_03021,-1.68511348,-1.68553494388008,0.00042146388007990865,
B9J08_002217,B9J08_03290,-1.789220392,-1.80100737320717,0.011786981207170033,
B9J08_004886,B9J08_04846,-1.836682685,-1.83743423312537,0.0007515481253699274,
B9J08_001450,B9J08_05305,-1.868066331,-1.85028770560828,0.017778625391720038,
B9J08_002295,B9J08_02681,-1.903880159,-1.91259392359871,0.008713764598709872,
B9J08_004378,B9J08_02411,-1.919507359,-1.91735252226421,0.002154836735789978,
B9J08_001519,B9J08_03769,-1.993662445,-1.99586972739298,0.002207282392979959,
B9J08_000656,B9J08_02614,-2.051568767,-2.04758159554454,0.003987171455460015,MGD1
B9J08_002974,B9J08_03966,-2.093548366,-2.09074618860227,0.0028021773977298103,
B9J08_002582,B9J08_05592,-2.156327898,-2.18462735517369,0.02829945717369009,
B9J08_004884,B9J08_05034,-2.701784466,-2.7025343726291,0.0007499066291001277,
B9J08_003908,B9J08_00018,-2.75666127,-2.75685628482494,0.00019501482494010958,
B9J08_001548,B9J08_00019,-2.888970624,-2.88640842341414,0.002562200585860097,
B9J08_001549,B9J08_00020,-3.152345182,-3.15447720559568,0.0021320235956800992,
B9J08_001546,B9J08_00017,-3.233771041,-3.25330127961959,0.019530238619590357,SAP3
B9J08_002136,B9J08_03209,-8.756698989,-8.68280587392893,0.07389311507107088,
