	SRR28790276	SRR28790278	SRR28790280	SRR28790270	SRR28790272	SRR28790274
B9J08_04946	182674.731075797	190883.158977758	159195.433842402	126367.883888195	89079.0420128894	78105.5831145763
B9J08_04945	883.449801217136	1016.63096117513	2431.60299890114	1745.41762872682	896.49688891036	2234.31852834797
B9J08_04944	2912.74889065364	4462.78581253333	3103.28248922102	4997.48045943387	4938.51071589707	2819.17863927567
B9J08_04943	6597.80020156714	4543.26060805721	3729.36172056505	4930.51845045697	5021.20129651803	3721.31580384388
B9J08_04942	43129.7672085772	51647.501365271	72964.1116796474	31866.8676404803	44206.7118874109	89441.5482057926
B9J08_04941	2727.12130596211	2003.72054171492	2923.3463321812	2187.71931960055	2252.29492364603	2719.790646569
B9J08_04940	1708.46128873508	2253.29427466873	2998.52513751975	2006.21703211053	2027.96602176344	3542.60854772708
B9J08_04939	7658.85664245828	5669.90774539158	7252.90605602292	4993.95614317193	5610.67870292484	8005.51168176687
B9J08_04938	2218.3642219927	1926.30175108435	2193.74218856768	1955.99552537786	1709.48447857976	2226.67329813976
B9J08_04937	80.209450175356	65.1947710573232	81.3410024974533	98.6808553343783	108.070857841249	304.853554552182
B9J08_04936	3132.75195399176	3538.85366645532	2526.50083514817	3229.15477500443	3826.69082992422	2508.59116206733
B9J08_04935	4382.8735274391	4813.20770696644	5761.65434356961	3745.46710737895	3382.9453378791	5696.6521588889
B9J08_04934	79.0636008871367	225.125693807319	97.362715110588	161.23746898385	259.533802542999	97.4766851546162
B9J08_04933	1607.62655137178	2060.76596639007	1969.43821198379	2682.00467533792	1583.4018110983	1083.71138201309
B9J08_04932	3004.41683371119	5816.59598027055	4446.64146986078	5974.59714305731	5522.25709196382	4048.14939524465
B9J08_04931	51.5632179698717	14.2613561687894	7.39463659067757	4.4053953274276	9.00590482010408	8.60088398423085
B9J08_04930	19734.9622910022	15651.8383952464	2542.5225477613	34712.7530219985	7959.58242373199	3878.04302311209
B9J08_04929	17.1877393232906	17.3173610621015	0	8.81079065485521	2.45615586002838	8.60088398423085
B9J08_04928	42.3964236641168	37.690727017515	9.85951545423676	9.69186972034073	23.7428399802744	22.9356906246156
B9J08_04927	646.258998555726	556.192890582788	370.964268965658	1781.54187041172	519.886323706008	192.086408981156
B9J08_04926	4118.18234186042	3022.38883948559	1263.25041757408	2943.68515778712	2734.5201908316	1040.70696209193
B9J08_04925	10232.434143799	7463.78261776573	5319.20858756073	1488.14254160504	5753.9544614265	594.416648687954
B9J08_04924	17795.0394460468	17142.1501148849	102890.205962119	19798.7276805251	11891.0692370174	89031.5727358776
B9J08_04923	3905.05437425162	4190.80137702856	6423.47431843525	4714.65407941302	3411.60048957943	6423.90468244442
B9J08_04922	2052.2160752009	1555.50649069582	2039.68725959523	1977.14142294951	2000.12958868311	2272.54467938899
B9J08_04921	7296.76826738096	5938.83617600303	2896.23266468205	5204.53403982297	6372.90573815365	1017.77127146732
B9J08_04920	398.755552300341	2653.63091569261	1576.2900332461	3126.06852434263	3557.33240394111	1963.86850973271
B9J08_04919	20.6252871879487	9.16801467993607	55.4597744300818	7.04863252388416	22.9241213602649	49.6939963533338
B9J08_04918	19828.9219326362	17195.120866369	26599.740256099	18261.2447112529	14361.962032206	25488.2418603801
B9J08_04917	13612.6895440461	11254.2473537704	16900.4419279936	12381.804107268	11260.6558996101	17879.3264956639
B9J08_04916	2695.03752589196	3105.91963990279	2028.59530470921	2134.85457567142	2892.53288449343	2204.69326129117
B9J08_04915	160.418900350712	135.4828836035	81.3410024974533	1916.34696743101	257.89636530298	78.3636096341033
B9J08_04914	57.2924644109686	160.949591047767	156.519807836009	90.7511437450086	155.556537801798	193.042062757181
B9J08_04913	2755.76753816759	3623.40313517029	3280.75376739728	2696.10194038569	2629.72420747039	3045.66858419375
B9J08_04912	15308.5464906108	9299.42289034849	9415.8372587961	8506.8183772627	10116.9059874569	10419.4931200077
B9J08_04911	16256.1638519682	12512.3027015172	14124.9883276259	14073.4759130002	12736.8055714872	15388.892755341
B9J08_04910	548.861809057079	557.211558880559	527.484076801667	1869.64977696027	890.765858570294	498.851271085389
B9J08_04909	2583.89014493468	1907.96572172447	1986.69236402871	1643.2124571305	1661.99879861921	1575.8730766663
B9J08_04908	1081.68172807909	836.326672469724	5261.28393426709	2205.34090091026	1067.60908049234	4952.19786736492
B9J08_04907	8540.01474509898	4877.38380972599	11130.1605084015	6442.45012683013	3582.7126811614	12036.4593090431
B9J08_04906	6595.5085029907	6250.54867512086	11522.0762477074	3972.78550627421	3355.92762341878	9207.72413200713
B9J08_04905	5692.57926387384	8729.98731189468	7623.87032498857	9121.81156497159	9844.27268699377	7137.77805313558
B9J08_04904	14081.3419029279	14478.3325162146	18747.8686362312	11477.8169860799	12475.6343317042	20705.1947113717
B9J08_04903	1577.83446987808	1425.11694858117	6080.85615640052	419.393635171108	457.663708585289	6934.22379884211
B9J08_04902	66082.2743008994	52203.6942558538	19908.8265809676	277968.110053765	77897.8018194202	46951.2700161402
B9J08_04901	10348.1649219091	10178.5336313246	16509.7586281195	9068.94682104246	9375.96563634835	19315.6741210304
B9J08_04900	37783.2344297456	32129.8167799849	44492.2959266751	37359.514534717	33872.8454656515	56060.5618092166
B9J08_04899	6559.98717505591	9329.98293928161	12119.8093721205	6823.07628311987	7746.71558252953	13057.0975418384
B9J08_04898	10458.1664535782	7881.43661985171	5704.96212970774	6973.74080331789	8686.60455830039	5601.08678128633
B9J08_04897	3328.69218227728	7011.49389355555	7986.20751793177	5458.2848106828	5631.14666842508	7333.68707722083
B9J08_04896	75.6260530224786	35.6533904219736	11.0919548860164	29.0756091610222	31.930026180369	42.0487661451286
B9J08_04895	1009.49322292127	1834.62160428499	1146.16867155502	1962.16307883625	2233.46439538581	1330.2700562277
B9J08_04894	215.419666185242	296.432474651266	739.463659067757	311.901989181874	327.487448003785	734.897753763724
B9J08_04893	3246.19103352548	4080.78520086932	3824.25955681208	4889.10773437915	4280.26094540947	3953.53967141811
B9J08_04892	15658.0305235177	19688.8208593116	21173.3094379734	19534.4039608795	20147.8465198128	20229.2791309109
B9J08_04891	8399.075282648	7719.46836050617	7159.24065920767	8465.40766118488	8059.46609537314	7049.85790574122
B9J08_04890	3797.344541159	3975.86236619894	2198.6719462948	3934.01802739285	3984.70352358605	1424.87978005424
B9J08_04889	720.739202289985	453.30739250795	1562.73319949653	3147.21442191428	1083.16473427252	5938.43256422339
B9J08_04888	4279.74709149935	5349.02723159381	5769.04898016028	5940.23505950338	6241.91075895214	5478.76309795505
B9J08_04887	11526.0979901987	19174.3933689374	16684.7650274322	25760.9897166656	23584.8272866126	17029.7502887771
B9J08_04886	8095.42522126986	10257.9897585507	13885.8950778607	8253.94868546836	7483.08818688648	14877.6179851673
B9J08_04885	7647.39814957609	5356.15790967821	7495.6966240835	4680.29199585908	4407.98105013094	7920.45849570058
B9J08_04884	8740.53837053737	5667.87040879603	14223.5834821683	5586.92235424369	3556.5136853211	12978.7339322043
B9J08_04883	16925.3398362883	15348.2752425108	29319.7340820366	17100.8635820085	13506.4010742961	34086.2588832829
B9J08_04882	0	0	0	2.64323719645656	6.54974896007569	4.77826888012825
B9J08_04881	0	0	0	0	0	0
B9J08_04880	3798.49039044722	3480.7895734824	3008.38465297399	2760.42071216614	3187.27158769683	2673.91926531977
B9J08_04879	1883.77622983265	1784.70685769422	2276.31563049691	2693.45870318924	2125.39353754456	2026.9416589504
B9J08_04878	12478.298748709	9781.25299519402	6066.06688321917	9787.02625941316	10410.0072534203	6400.01333804377
B9J08_04877	2394.82501237849	3113.05031798718	2360.12151185792	3425.6354066077	3193.82133665691	1703.93068265373
B9J08_04876	3781.30265112393	3360.58671434546	3698.55073477056	4132.26081712709	3613.00527010175	3771.00980019721
B9J08_04875	415.943291623632	614.256983555717	595.268245549544	625.56613649472	555.909942986424	463.49208137244
B9J08_04874	2534.61862554125	2463.13994400949	2013.80603152786	2062.6060923016	2256.38851674608	1738.33421859066
B9J08_04873	1205.43345120678	1331.39946518627	552.132865437258	1155.975733917	1424.57039881646	440.556390747824
B9J08_04872	2513.9933383533	2600.66016420853	2419.27860458334	1889.91459546644	1578.48949937824	2219.98372170758
B9J08_04871	13054.6609406833	9139.49196759849	17549.9375085414	9846.05855680069	6888.69846875961	16685.7149294078
B9J08_04870	7964.79840241285	7985.34078622432	6350.76039196025	6270.63970906045	8007.06810369253	6960.0264507948
B9J08_04869	9274.5041388476	6252.5860117164	3677.59926443031	7201.94028127864	8696.4291817405	4000.36670644337
B9J08_04868	3.43754786465812	17.3173610621015	27.1136674991511	7.04863252388416	9.82462344011354	28.6696132807695
B9J08_04867	194.794378997293	141.594893390124	64.0868504525389	116.302436644089	772.051658668922	64.9844567697442
B9J08_04866	266.982884155114	353.477899326424	346.315480330066	896.057409598774	1512.99200977749	30227.3289356913
B9J08_04865	9.16679430575498	18.3360293598721	25.8812280673715	352.431626194208	48.3043985805582	30.5809208328208
B9J08_04864	129.480969568789	130.389542114646	172.541520449143	81.0592740246679	156.375256421807	160.549834372309
B9J08_04863	2337.53254796752	3811.85677025786	3120.53664126593	39460.8881059	40237.564017605	34336.6401726016
B9J08_04862	11.4584928821937	5.09334148885337	4.92975772711838	4.4053953274276	21.286684120246	3.8226151041026
B9J08_04861	725.322599442862	672.321076528645	658.122656570304	1081.96509241622	849.829927569821	522.74261548603
B9J08_04860	139.793613162763	146.688234878977	36.9731829533878	111.897041316661	250.527897722895	53.5166114574364
B9J08_04859	0	0	2.46487886355919	5.28647439291312	0	0
B9J08_04858	152.397955333176	69.2694442484059	80.1085630656737	70.4863252388416	69.5910827008042	18.1574217444873
B9J08_04857	8.0209450175356	4.0746731910827	0	5.28647439291312	3.27487448003785	4.77826888012825
B9J08_04856	165.00229750359	134.464215305729	161.449565563127	153.307757394481	185.849126742148	70.7183794258981
B9J08_04855	1921.58925634389	1660.4293253662	1462.90560552238	2069.65472482549	2234.28311400582	835.241400246418
B9J08_04854	0	2.03733659554135	16.0217126131347	5.28647439291312	11.4620606801325	13.3791528643591
B9J08_04853	32833.1655046379	29076.8678915661	81120.3958391647	31735.586859723	38020.4739946194	78757.3389898258
B9J08_04852	3799.63623973544	6070.24438641545	8351.00958973853	10881.3264587462	13136.3402580518	9037.61775987457
B9J08_04851	3773.28170610639	4731.71424314478	6376.64162002762	4126.09326366869	3967.51043256585	6381.85591629929
B9J08_04850	7098.53634051901	7066.50198163517	3384.27867966677	9430.18923789153	7439.69610002598	3113.52000229157
B9J08_04849	457.193865999529	344.309884646488	242.79056806058	266.085877776627	336.493352823889	187.308140101027
B9J08_04848	115.730778110157	45.8400733996804	50.5300167029634	72.2484833698127	41.7546496204825	42.0487661451286
B9J08_04847	315.108554260327	258.741747633751	56.6922138618614	32.5999254229643	28.6551517003312	30.5809208328208
B9J08_04846	1746.27431524632	1585.04787133117	2085.28751857107	234.367031419148	1184.68584315369	782.680442565007
B9J08_04845	255.52439127292	181.32295700318	292.088145331764	98.6808553343783	180.936815022091	99.3879927066675
B9J08_04844	41.2505743758974	30.5600489331202	89.9680785199104	34.3620835539353	44.2108054805109	27.7139595047438
B9J08_04843	2381.07482091986	1893.70436555568	1305.15335825459	2117.23299436171	2025.50986590341	1712.53156663796
B9J08_04842	124.897572415912	127.333537221334	75.1788053385553	87.2268274830665	249.709179102886	123.279337107309
B9J08_04841	1992.63191221349	2671.96694505248	2079.12532141218	2198.29226838637	2484.81101172872	1872.12574723425
B9J08_04840	6594.36265370249	7078.72600120842	6111.66714219501	7115.59453286106	7169.51895542286	8840.75308201328
B9J08_04839	11641.8287683088	14682.0661757687	11936.1758967854	12446.1228790485	13006.9827160903	8927.71757563162
B9J08_04838	28.6462322054843	18.3360293598721	24.6487886355919	55.5079811255878	24.5615586002838	125.19064465936
B9J08_04837	647.404847843945	638.705022702213	367.266950670319	701.338936126474	624.682307067219	467.314696476543
B9J08_04836	2272.21913853901	1769.42683322766	1759.92350858126	1386.81844907421	1350.0670043956	1272.93082966617
B9J08_04835	4794.23342190985	10306.8858368437	10855.3265151147	8957.93085879129	8786.48822994154	10544.683764667
B9J08_04834	6377.79713822902	6489.93572509697	5828.2060728857	5847.7217576274	6065.06753703009	6093.24847593954
B9J08_04833	5367.15806601954	3976.88103449671	3095.88785263034	3265.27901668934	4053.47588766684	2654.80618979925
B9J08_04832	10352.748319062	9818.94372221153	8480.41573007539	16696.4482909506	5710.562374566	6446.84037306903
B9J08_04831	1917.00585919101	2054.65395660345	1356.91581438933	1779.77971228075	2237.55798848586	1308.29001937911
B9J08_04830	14406.7631007822	9656.975462866	10713.59598046	5910.27837127687	6605.42182623634	6159.18858648531
B9J08_04829	466.360660305284	2971.45542459706	1962.04357539311	2555.12928990801	2953.93678099414	1819.56478955284
B9J08_04828	3540.67430059786	4589.10068145689	6051.27761003781	4668.83796800777	3776.74899410365	6076.04670797108
B9J08_04827	1387.62348803366	1579.95452984232	2376.14322447106	1521.62354609349	1418.02064985639	1933.28758889989
B9J08_04826	3754.94811749488	4101.15856682474	8871.09902994952	2612.39942916457	3084.11304157564	8632.42055883969
B9J08_04825	3529.21580771567	3310.67196775469	4735.0322968972	3559.5594245615	2929.37522239385	5947.98910198364
B9J08_04824	3429.52691964058	2970.43675629929	2575.79841241935	3783.35350719482	3212.65186491713	2806.75514018733
B9J08_04823	1207.72514978322	772.150569710171	704.955354977928	1256.41874738235	846.555053089783	814.217017173853
B9J08_04822	3435.25616608168	3389.10942668304	2925.81121104476	3227.39261687346	3573.7067763413	2864.09436674887
B9J08_04821	5972.16649019937	8473.28290085647	8914.23441006181	9085.68732328669	7862.15490795086	8415.48715168187
B9J08_04820	2035.0283358776	1509.66641729614	973.62715110588	1552.46131338549	1701.29729237966	1297.77782784283
B9J08_04819	745.947886630811	943.286843735645	515.159682483871	1372.72118402644	1372.17240713586	704.316832930904
B9J08_04818	4617.77263152407	6829.1522682546	9265.47964811899	4825.6700416642	6446.5904139545	10745.3710576324
B9J08_04817	2476.18031184206	1948.7124536353	1719.25300733253	2729.58294487414	2172.87921750511	1862.56920947399
B9J08_04816	13576.0223668231	9214.87342163352	8434.81547109955	10483.9598002122	10710.4769869638	9764.87028343009
B9J08_04815	2552.95221415276	3728.32596984067	4270.4026311163	3286.42491426099	3857.80213748458	4318.59941385991
B9J08_04814	6123.41859624432	6833.22694144569	5147.89950654337	8076.85179330577	7116.30224512224	4869.05598885068
B9J08_04813	1386.47763874544	3366.69872413208	3830.42175397098	3686.43480999142	3473.00438608014	3749.02976334862
B9J08_04812	5930.91591582347	6812.85357549027	5527.49085153148	6949.0705894843	6408.92935743407	6017.75182763351
B9J08_04811	4969.54836300742	5560.91023753011	12737.2615274421	5606.30609368437	3752.18743550336	11742.1179460272
B9J08_04810	6423.6311097578	4676.70615506517	4460.19830361035	4093.49333824573	3974.06018152593	3849.37340983132
B9J08_04809	7569.48039797717	8540.51500850934	6196.7054629878	10699.8241712562	10726.851359364	6685.75381707544
B9J08_04808	2153.0508125642	2704.56433058114	2191.27730970412	2800.95034917847	2484.81101172872	2199.91499241105
B9J08_04807	17188.8851725788	26635.1199818098	37766.8739474539	14270.837623669	21754.9911708914	42983.3955380817
B9J08_04806	5104.7585790173	4811.1703703709	3768.799782382	4668.83796800777	5813.72092068719	4252.65930331414
B9J08_04805	3069.7302431397	2752.44174057636	2701.50723446087	2532.22123420539	2787.73690113222	2572.61996506105
B9J08_04804	1863.1509426447	2134.11008382956	2705.20455275621	1995.6440833247	1901.88335428198	2617.53569253425
B9J08_04803	12692.572565606	10070.5547917609	18802.0959712295	11681.346250207	8784.03207408151	19291.7827766298
B9J08_04802	156.981352486054	130.389542114646	189.795672494058	2187.71931960055	193.217594322233	156.727219268207
B9J08_04801	0	3.05600489331202	0	7.04863252388416	3.27487448003785	0.955653776025649
B9J08_04800	2735.14225097964	2148.37143999835	1121.51988291943	4930.51845045697	5089.97366059882	2731.25849188131
B9J08_04799	7313.95600670425	4784.68499462886	2797.63751013968	8011.65194245984	8591.63319837929	6060.75624755467
B9J08_04798	2667.5371429747	1841.75228236938	1875.77281516854	9962.36099344478	3223.29520697725	2435.00582131335
B9J08_04797	13069.5569814302	10421.9953544918	6312.55476957508	6658.31449787408	13070.024049831	4706.59484692632
B9J08_04796	3367.65105807673	3677.39255495214	6450.5879859344	4199.22282610399	3085.75047881566	6591.1440932489
B9J08_04795	10677.0236676281	7418.96121266382	9954.41329048379	7165.81603959374	7587.88417024769	10424.2713888878
B9J08_04794	11392.033623477	8778.88339018768	7250.44117715936	9009.91452365493	9692.80974229202	8824.50696782085
B9J08_04793	6967.909521662	6184.33523576577	3455.76016670998	9312.12464311647	7585.42801438766	4718.06269223863
B9J08_04792	5505.80582989408	3489.95758816233	1902.88648266769	4285.56857452157	3762.01205894348	1783.24994606386
B9J08_04791	1440.33255529175	1066.5457077659	1110.42792803341	774.468498561773	662.343363587654	859.132744647059
B9J08_04790	1829.92131328634	2429.52389018306	891.053709176647	206.172501323612	791.700905549149	248.469981766669
B9J08_04789	2782.12207179664	2812.54317014483	3066.30930626763	2614.16158729554	2178.61024784518	2727.4358767772
B9J08_04788	278.441377037307	96.7734882882141	102.292472837706	38.7674788813629	45.8482427205298	32.4922283848721
B9J08_04787	3483.38183618689	4566.68997890594	2360.12151185792	3883.79652066017	3926.57450156538	1612.18792015527
B9J08_04786	9091.1682527325	9074.29719654117	21514.6951605764	10495.4138280635	5002.37076825781	19890.9776941979
B9J08_04785	7613.02267092951	7771.42044369248	5078.88289836371	10451.3598747892	11690.4831751151	5258.00707569312
B9J08_04784	4474.54147049665	3734.43797962729	3640.62608147692	3237.96556565929	3567.97574600123	3402.12744265131
B9J08_04783	2269.92743996258	2439.71057316077	4407.20340804383	1983.30897640791	1570.30231317815	3706.02534342747
B9J08_04782	7293.3307195163	7176.5181577944	7223.3275096602	6691.79550236253	6407.29192019405	6754.56088894929
B9J08_04781	24822.5331306963	21669.1120301778	11565.2116278197	23511.5948624811	30510.3680932726	11912.2243181597
B9J08_04780	5924.04082009415	7615.56419413356	13768.8133318416	6661.83881413602	6884.60487565956	15771.1542657513
B9J08_04779	1606.48070208356	2521.20403698242	1360.61313268467	1916.34696743101	2736.15762807162	877.290166391546
B9J08_04778	8015.21577109451	9777.17832200294	10761.6611182994	8251.3054482719	9211.40319372645	9797.36251181496
B9J08_04777	3760.67736393598	3192.50644521329	3130.39615672017	3506.69468063237	3211.01442767711	3073.38254369849
B9J08_04776	3679.3220644724	4635.95942315434	4582.20980735653	3929.61263206542	4351.48946535029	3842.68383339914
B9J08_04775	3585.36242283842	3239.36518691075	3344.84061784982	2579.7995037416	2767.26893563198	4171.42873235196
B9J08_04774	3179.73177480876	3191.48777691552	4690.66447735314	2926.9446555429	2596.15674405	4719.97399979068
B9J08_04773	2715.66281307991	2829.86053120693	3517.38213829896	2969.2364506862	2553.58337580951	4296.61937701132
B9J08_04772	2455.55502465411	2355.1611044458	1557.80344176941	2466.14030429397	2302.23675946661	1924.68670491566
B9J08_04771	3153.37724117971	3908.63025854608	4171.80747657393	3923.44507860702	3711.25150450289	4087.3312000617
B9J08_04770	3426.08937177592	2704.56433058114	4046.09865453241	2827.38272114304	2507.73513308898	3749.98541712465
B9J08_04769	1104.59871384347	1013.57495628182	1737.73959880923	660.80929911414	912.87126131055	1595.94180596283
B9J08_04768	10971.5069347005	6320.83678766704	6355.69014968737	7319.12379698822	6672.55675307711	7161.66939753622
B9J08_04767	2515.13918764152	3099.80763011616	3114.37444410704	3203.60348210535	2937.56240859395	3164.16965242093
B9J08_04766	2203.46818124585	6360.56485128009	3178.46129455957	5337.57697871128	6514.54405941529	2667.22968888759
B9J08_04765	3695.36395450747	4496.40186635976	4127.43965702986	4329.62252779585	3538.50187568089	3752.85237845273
B9J08_04764	5172.36368702225	4069.57984959385	1530.68977427026	9677.77245529296	2112.29403962441	1160.16368409514
B9J08_04763	2030.44493872473	1894.72303385346	1205.32576428044	2860.86372563149	1526.91022631765	762.611713268468
B9J08_04762	2284.82348070943	1987.42184895059	2917.1841350223	2215.0327706306	1928.90106874229	2953.92582169528
B9J08_04761	1349.81046152242	1028.85498074838	1986.69236402871	1117.20825503564	975.093876431269	2079.50261663181
B9J08_04760	2908.16549350077	3196.58111840438	5123.25071790778	3436.20835539353	2392.29580766765	5409.00037230518
B9J08_04759	2660.66204724538	2505.92401251586	2941.83292365789	2476.7132530798	2006.67933764319	3255.91241491939
B9J08_04758	3098.37647534518	2544.63340783115	3440.97089352863	1583.29908067748	600.939467086945	711.006409363083
B9J08_04757	83704.2905044251	76219.8180440952	155137.010793552	34916.2822861257	63227.1828674707	64467.4480769143
B9J08_04756	1805.85847823373	1709.32540365919	1258.32065984697	1601.80174105268	2151.59253338486	1184.05502849578
B9J08_04755	45565.8427953315	33374.6294398606	34842.2951758409	40160.4648838955	30769.0831771956	49957.7567955169
B9J08_04754	1538.87559407862	4243.77212851263	2833.37825366129	3761.32653055769	3402.59458475932	2522.92596870771
B9J08_04753	4612.04338508297	3297.42927988367	2834.61069309307	3358.6733976308	2894.98904035346	2158.82188004194
B9J08_04752	2205.75987982229	2063.82197128339	1944.7894233482	1993.00084612825	1744.68937924016	2483.74416389066
B9J08_04751	4817.15040767424	6788.40553634378	5050.53679143278	7398.42091288192	7316.88830702456	4300.44199211542
B9J08_04750	821.57393965329	620.368993342341	675.376808615218	1032.62466474903	737.665476628525	462.536427596414
B9J08_04749	3044.52155879887	4449.54312466231	3067.54174569941	4484.6924433213	4179.5585551483	2171.24537913028
B9J08_04748	9166.79430575498	8505.88028638513	5009.86629018405	6438.0447315027	9935.15045381482	3114.47565606759
B9J08_04747	450.318770270213	485.904778036612	529.948955665226	336.572203015469	928.426915090729	565.747035407185
B9J08_04746	17420.3467287991	14046.4171579598	9749.82834480837	3888.2019159876	20784.8096061802	15526.5068990887
B9J08_04745	3533.79920486854	5378.56861222916	3714.5724473837	5793.97593463278	5194.76964396003	1792.80648382412
B9J08_04744	3685.0513109135	3785.37139451583	6566.43729252168	3475.85691334038	2881.8895424333	6993.4743329557
B9J08_04743	9991.80579327292	14127.9106217815	14129.9180853531	10322.7223312284	10371.5274782799	12745.5544108541
B9J08_04742	1062.20229017936	1762.29615514327	1075.91962394359	1343.64557486542	1375.4472816159	1004.39211860296
B9J08_04741	8124.07145347535	7637.97489668452	7961.55872929618	9899.80437979531	6121.55912181074	25036.21762432
B9J08_04740	4175.47480627139	3776.20337983589	2999.75757695153	3070.56054321704	3103.76228845587	2993.10762651233
B9J08_04739	12.6043421704131	7.13067808439472	13.5568337495755	10.5729487858262	13.9182165401608	7.6452302082052
B9J08_04738	1999.5070079428	1465.863680492	929.259331561815	1756.87165657813	1702.11601099967	1042.61826964398
B9J08_04737	82.5011487517948	92.6988150971314	71.4814870432165	626.447215560205	259.533802542999	183.485524996925
B9J08_04736	5909.1447793473	5609.80631582311	6713.09758490345	6225.70467672069	5085.88006749878	6831.01319103134
B9J08_04735	6204.7738957079	5929.6681613231	9929.76450184819	127.7564644954	3426.3374247396	3936.33790344965
B9J08_04734	9468.15266855667	8258.34389002686	9551.40559629186	11745.6650219875	5599.21664224471	5391.79860433671
B9J08_04733	5575.70263647546	7746.97240454598	11197.9446771494	6482.09868477697	5722.84315386614	11868.2642444625
B9J08_04732	4511.20864771967	4886.55182440593	5717.28652402554	4067.06096628116	2287.49982430644	2261.07683407669
B9J08_04731	20252.8861692774	20703.4144838912	34436.8226027854	20083.316218677	16574.9584620915	33256.7514056926
B9J08_04730	1399.08198091585	1326.30612369742	1693.37177926516	1230.86745448327	1232.99024173425	1553.89303981771
B9J08_04729	150839.600301198	141814.925742442	166951.175186591	164386.445563896	172215.82428175	127592.202598513
B9J08_04728	4534.12563348405	6990.10185930237	6579.99412627126	10558.8515207785	8742.27742446103	7228.56516185801
B9J08_04727	4279.74709149935	5993.84426408265	6196.7054629878	5383.39309011653	5332.31437212162	5970.92479260826
B9J08_04726	8168.7595757159	9632.5274237195	9606.86537072194	8976.43351916648	9391.52129012853	9076.79956469162
B9J08_04725	83.6469980400142	58.0640929729285	146.660292381772	54.6269020601023	54.8541475406339	148.126335283976
B9J08_04724	28740.1918471183	22956.7087585599	16620.6781769796	23234.0549568532	23629.0380920931	14769.6291084764
B9J08_04723	2732.8505524032	2874.68193630884	2066.80092709438	2402.70261157901	3001.42246095469	2824.91256193182
B9J08_04722	7121.4533262834	9011.13976207939	16226.2975588101	9074.23329543538	7671.39346948865	13541.6140062835
B9J08_04721	82614.5878313285	48404.0615051691	62903.7085980305	49469.9462898155	46001.3431024716	78833.7912919079
B9J08_04720	995.743031462634	910.689458206983	966.232514515202	1134.82983634535	993.924404691486	1224.19248708886
B9J08_04719	9186.2737436547	7007.41922036447	6469.07457741109	11657.5571154389	8394.32201095701	7434.98637747955
B9J08_04718	3407.75578316441	2906.26065353973	2257.82903902022	5065.32354747626	3653.12248248222	2338.48478993476
B9J08_04717	2200.03063338119	3142.59169862253	2446.3922720825	2441.47009046038	3387.85764959915	3656.33134707414
B9J08_04716	5594.03622508697	6945.28045420046	10324.1451200177	10372.943837961	6688.11240685729	5911.67425849467
B9J08_04715	24.0628350526068	7.13067808439472	16.0217126131347	20.264818506167	9.00590482010408	9.55653776025649
B9J08_04714	46076.8915778774	32318.2704150724	30407.9781002979	37496.0817898673	35805.0214088738	27388.0815671191
B9J08_04713	13437.3746029486	13174.4370950681	11927.5488207629	15395.975590294	12414.2304352035	12003.9670806582
B9J08_04712	4609.75168650653	4552.42862273715	3604.88533795531	4033.57996179271	4242.59988888903	2933.85709239874
B9J08_04711	4090.68195894316	3325.95199222125	2001.48163721006	3370.12742548212	3454.17385781992	2027.89731272643
B9J08_04710	4440.16599185007	5253.27241160337	2818.58898047993	4504.95726182747	4633.12867063354	1861.61355569797
B9J08_04709	15518.236910355	13949.6436696716	11969.4517614434	14113.1244709471	16052.6159825255	13954.4564375265
B9J08_04708	2729.41300453854	2534.44672485344	1056.20059303511	1881.10380481159	2285.04366844641	974.766851546162
B9J08_04707	9342.10924685254	8775.82738529436	9214.94963141603	8315.62422005234	8553.15342323885	10763.5284793769
B9J08_04706	2194.3013869401	1974.17916107957	1345.82385950332	1552.46131338549	1796.26865230076	1258.59602302578
B9J08_04705	1412.83217237449	1528.00244665601	1273.10993302832	1846.74172125765	1475.33095325705	1628.43403434771
B9J08_04704	9128.98127924374	9345.26296374817	9175.51156959908	8371.13220117793	9403.80206942868	9411.2783863006
B9J08_04703	1630.54353713617	1399.65024113691	852.84808679148	1433.51563954494	1398.37140297616	1080.84442068501
B9J08_04702	26969.8546968194	20910.2041483386	13651.7315858226	18029.5209170302	17503.3853771823	12463.6365469265
B9J08_04701	1860.85924406826	2167.726137656	2038.45482016345	5025.67498952941	1779.89427990057	1992.53812301348
B9J08_04700	10915.3603195777	8183.9811042896	19769.5609251765	10669.8674830297	5504.24528232361	23347.5774020826
B9J08_04699	679.488627914088	896.428102038194	1234.90431064315	1441.44535113431	798.250654509225	1304.46740427501
B9J08_04698	6620.71718733153	4339.52694850307	4436.78195440654	4059.13125469179	4687.16409955417	4125.55735110273
B9J08_04697	26199.8439751359	23543.4616980758	29267.9716259018	24353.9064490853	26610.8113061675	35302.8061401635
B9J08_04696	1166.47457540732	1334.45547007958	1621.89029222195	1736.60683807196	1347.61084853557	1924.68670491566
B9J08_04695	1371.58159799859	1253.9806745557	1735.27471994567	1336.59694234153	1399.19012159617	1574.91742289027
B9J08_04694	6869.36648287514	10987.3562597545	8312.80396735337	10707.7538828455	11591.418222094	7704.48074231879
B9J08_04693	2795.87226325527	2349.04909465918	2249.20196299776	1560.39102497486	2101.65069756429	2124.41834410502
B9J08_04692	7106.55728553655	3967.71301981678	3617.20973227311	11138.601545868	3037.4460802351	2674.87491909579
